[0.000000] (-) TimerEvent: {}
[0.000667] (neo_mpo_500-2) JobQueued: {'identifier': 'neo_mpo_500-2', 'dependencies': OrderedDict()}
[0.345602] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/lidar/sick/s300/s300_1.yaml\n'}
[0.345809] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/lidar/sick/s300/s300_filter_2.yaml\n'}
[0.345907] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/lidar/sick/microscan3\n'}
[0.345997] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/lidar/sick/microscan3/microscan3_2.yaml\n'}
[0.346085] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/lidar/sick/microscan3/sick_microscan3.launch\n'}
[0.346175] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/lidar/sick/microscan3/microscan3_1.yaml\n'}
[0.346268] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/rviz\n'}
[0.346376] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/rviz/test_rviz.rviz\n'}
[0.346483] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/kinematics\n'}
[0.346603] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/kinematics/kinematics.launch.py\n'}
[0.346719] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/configs/kinematics/kinematics.yaml\n'}
[0.346828] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model\n'}
[0.346933] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes\n'}
[0.347036] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/MPO_500\n'}
[0.347138] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/MPO_500/cabin.dae\n'}
[0.347242] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/MPO_500/MPO-500-WHEEL.dae\n'}
[0.347345] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/MPO_500/MPO-500-BODY.dae\n'}
[0.347448] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/MPO_500/SICK-MICROSCAN3.dae\n'}
[0.347703] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/MPO_500/SICK-S300.dae\n'}
[0.347967] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5\n'}
[0.348674] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual\n'}
[0.349035] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/wrist1.dae\n'}
[0.349609] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/base.dae\n'}
[0.349865] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/upperarm.dae\n'}
[0.350086] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/wrist2.dae\n'}
[0.350394] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/shoulder.dae\n'}
[0.350658] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/wrist3.dae\n'}
[0.350953] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/visual/forearm.dae\n'}
[0.351184] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision\n'}
[0.351417] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/wrist3.stl\n'}
[0.351877] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/shoulder.stl\n'}
[0.352071] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/forearm.stl\n'}
[0.352283] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/wrist2.stl\n'}
[0.352703] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/upperarm.stl\n'}
[0.353058] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/wrist1.stl\n'}
[0.353246] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur5/collision/base.stl\n'}
[0.353363] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/cabin.dae\n'}
[0.353675] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10\n'}
[0.353863] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual\n'}
[0.354045] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/wrist1.dae\n'}
[0.354291] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/base.dae\n'}
[0.354452] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/upperarm.dae\n'}
[0.354731] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/wrist2.dae\n'}
[0.355041] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/shoulder.dae\n'}
[0.355236] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/wrist3.dae\n'}
[0.355561] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/visual/forearm.dae\n'}
[0.355799] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision\n'}
[0.355992] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/wrist3.stl\n'}
[0.356237] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/shoulder.stl\n'}
[0.356493] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/forearm.stl\n'}
[0.356642] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/wrist2.stl\n'}
[0.357076] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/upperarm.stl\n'}
[0.357353] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/wrist1.stl\n'}
[0.358233] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/meshes/ur10/collision/base.stl\n'}
[0.358505] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/mpo_500.urdf\n'}
[0.358750] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf\n'}
[0.359010] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros\n'}
[0.359353] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/ultrasonic.xacro\n'}
[0.359494] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/sick_S300.xacro\n'}
[0.359965] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/imu.xacro\n'}
[0.360522] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/camera.xacro\n'}
[0.360893] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/cabinet.xacro\n'}
[0.361070] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/mpo_500_body.xacro\n'}
[0.361303] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/micro_scan.xacro\n'}
[0.361510] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/sick_laser.xacro\n'}
[0.361718] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/mpo_500_xacros/omni_wheel.xacro\n'}
[0.361838] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/ur_5_xacros\n'}
[0.362086] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/ur_5_xacros/ur5.urdf.xacro\n'}
[0.362565] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/ur_10_xacros\n'}
[0.363717] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/ur_10_xacros/ur10.urdf.xacro\n'}
[0.364119] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/robot_model/urdf/ur_10_xacros/ur10_robot.urdf.xacro\n'}
[0.364723] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/ament_index/resource_index/package_run_dependencies/neo_mpo_500-2\n'}
[0.364862] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/ament_index/resource_index/parent_prefix_path/neo_mpo_500-2\n'}
[0.364965] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/environment/ament_prefix_path.sh\n'}
[0.365062] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/environment/ament_prefix_path.dsv\n'}
[0.365161] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/environment/path.sh\n'}
[0.365253] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/environment/path.dsv\n'}
[0.365350] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/local_setup.bash\n'}
[0.365454] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/local_setup.sh\n'}
[0.365570] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/local_setup.zsh\n'}
[0.365697] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/local_setup.dsv\n'}
[0.365824] (neo_mpo_500-2) StdoutLine: {'line': b'-- Installing: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/package.dsv\n'}
[0.366180] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/ament_index/resource_index/packages/neo_mpo_500-2\n'}
[0.366373] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/cmake/neo_mpo_500-2Config.cmake\n'}
[0.366637] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/cmake/neo_mpo_500-2Config-version.cmake\n'}
[0.367065] (neo_mpo_500-2) StdoutLine: {'line': b'-- Up-to-date: /home/tch/mpo_500_workspace/src/neo_mpo_500-2/install/neo_mpo_500-2/share/neo_mpo_500-2/package.xml\n'}
[0.367279] (neo_mpo_500-2) CommandEnded: {'returncode': 0}
[0.400597] (-) TimerEvent: {}
[0.501437] (-) TimerEvent: {}
[0.586336] (neo_mpo_500-2) JobEnded: {'identifier': 'neo_mpo_500-2', 'rc': 0}
[0.587193] (-) EventReactorShutdown: {}
